0,0,1
5,5,0
0.0,4.76,1.0
4.52,9.99,1.0
2.32,2.38,1.0
3.97,0.0,1.0
9.99,3.94,1.0
7.64,5.13,0.0
5.25,7.54,0.0
4.34,3.0,0.0
6.48,3.3,0.0
3.2,4.49,0.0
3.6,6.44,0.0
8.09,3.57,1.0
4.24,8.57,1.0
2.29,3.63,1.0
3.56,1.93,1.0
5.47,2.75,0.0
3.94,7.5,0.0
3.01,5.54,0.0
8.96,4.17,1.0
9.98,4.99,1.0
3.18,2.83,0.0
7.25,3.63,0.0
4.74,9.21,1.0
5.5,9.99,1.0
2.46,4.9,0.0
2.67,6.4,0.0
7.05,9.99,1.0
9.68,9.99,1.0
8.37,8.22,1.0
9.95,6.99,1.0
6.97,7.15,0.0
8.43,6.52,1.0
6.35,8.62,1.0
2.54,7.84,1.0
4.71,2.01,1.0
8.72,5.24,1.0
2.04,5.72,1.0
5.28,8.45,1.0
3.11,7.17,0.0
6.08,7.8,1.0
7.53,6.43,0.0
7.92,7.35,1.0
7.93,4.37,0.0
8.12,5.78,1.0
3.31,7.96,1.0
4.59,7.9,0.0
6.2,2.62,0.0
6.97,2.71,1.0
2.56,3.03,1.0
2.34,4.27,0.0
4.12,2.25,0.0
8.21,4.91,1.0
6.61,7.59,1.0
5.22,2.25,0.0
5.78,2.25,0.0
1.98,0.39,1.0
0.83,1.02,1.0
1.03,0.0,1.0
4.06,8.03,1.0
1.68,1.16,1.0
0.19,0.67,1.0
1.34,0.59,1.0
0.52,0.22,1.0
7.69,3.91,0.0
1.59,0.0,1.0
2.06,0.86,1.0
0.97,0.41,1.0
2.66,6.92,1.0
1.31,0.23,1.0
0.0,0.36,1.0
6.19,7.31,0.0
5.57,7.96,1.0
7.42,6.92,1.0
0.31,0.0,1.0
7.56,5.86,0.0
1.71,0.7,1.0
7.21,3.14,0.0
1.63,0.36,1.0
0.73,0.0,1.0
0.25,0.26,1.0
1.27,0.0,1.0
6.27,2.12,1.0
3.26,2.33,1.0
5.08,8.0,1.0
2.05,5.21,0.0
1.84,4.63,1.0
7.65,3.36,1.0
5.73,7.46,0.0
3.47,7.48,0.0
2.34,6.07,0.0
8.03,5.34,1.0
8.08,4.0,1.0
2.64,3.42,0.0
7.87,6.16,1.0
7.83,4.77,0.0
6.59,2.57,0.0
3.65,2.31,1.0
3.69,7.8,1.0
