0,0,1
5,5,0
2.72,0.0,1.0
0.0,1.63,1.0
3.41,9.99,1.0
9.99,3.72,1.0
6.03,9.99,1.0
7.56,9.99,1.0
8.78,9.99,1.0
9.99,9.9,1.0
9.99,7.77,1.0
6.83,6.67,0.0
2.87,3.01,0.0
8.68,8.37,1.0
3.02,4.99,0.0
4.01,7.17,0.0
1.62,1.02,1.0
5.01,2.85,0.0
0.0,0.0,1.0
7.82,3.86,1.0
5.66,8.29,1.0
1.02,4.14,1.0
6.61,3.93,0.0
0.0,0.0,1.0
8.4,5.16,1.0
1.68,1.78,1.0
3.84,1.63,1.0
5.57,7.75,0.0
7.54,5.23,0.0
8.42,6.55,1.0
4.34,8.69,1.0
1.85,4.08,1.0
0.0,0.0,1.0
6.93,8.07,1.0
3.87,2.06,1.0
3.14,6.25,0.0
2.14,4.06,1.0
3.89,2.28,0.0
2.77,1.84,1.0
2.36,4.04,0.0
6.05,3.03,0.0
0.0,0.0,1.0
4.53,8.15,1.0
0.0,0.0,1.0
7.57,4.22,0.0
0.0,0.0,1.0
0.0,0.0,1.0
7.67,6.19,0.0
0.0,0.0,1.0
6.58,7.65,1.0
0.0,0.0,1.0
2.03,2.48,1.0
8.35,4.75,1.0
4.68,7.75,0.0
6.42,7.46,0.0
3.06,2.2,1.0
7.59,7.08,1.0
6.83,3.17,0.0
5.64,2.3,0.0
0.0,0.0,1.0
4.77,1.9,1.0
7.66,3.37,1.0
4.68,2.12,0.0
8.26,5.62,1.0
3.17,7.09,0.0
2.46,5.68,0.0
2.15,6.72,1.0
2.17,4.87,0.0
6.45,2.34,1.0
2.38,6.47,1.0
3.96,7.9,1.0
3.19,2.38,1.0
7.4,3.55,0.0
8.04,4.74,1.0
5.13,8.28,1.0
2.3,3.37,1.0
7.38,7.18,1.0
2.46,6.39,0.0
3.27,2.49,1.0
3.3,2.54,0.0
3.54,7.6,0.0
6.26,2.44,0.0
4.08,7.89,1.0
7.1,7.31,1.0
2.43,3.43,1.0
2.48,3.46,0.0
4.09,7.8,0.0
7.81,4.73,0.0
7.42,6.73,0.0
8.09,6.65,1.0
6.96,7.23,0.0
1.97,5.41,1.0
7.88,5.67,0.0
2.67,6.89,1.0
0.0,0.0,1.0
5.2,1.99,1.0
2.72,6.83,0.0
5.18,2.08,0.0
7.92,6.63,1.0
6.69,2.69,0.0
