100,20,1
30,200,0
0.5,0.5,0.0
12.75,0.75,1.0
54.5,22.5,1.0
100.625,71.625,1.0
94.25,89.25,1.0
73.625,91.625,0.0
40.5,42.5,0.0
101.5625,102.5625,0.0
63.125,60.125,1.0
64.4375,62.4375,1.0
63.25,63.25,0.0
22.4375,20.4375,1.0
21.125,21.125,0.0
90.5625,89.5625,1.0
90.5,90.5,0.0
75.53125,74.53125,1.0
75.0625,75.0625,0.0
52.34375,51.34375,1.0
53.125,52.125,1.0
52.28125,52.28125,0.0
11.9375,9.9375,1.0
31.34375,31.34375,0.0
11.25,11.25,0.0
110.34375,110.34375,0.0
110.9375,109.9375,1.0
83.28125,82.28125,1.0
83.125,83.125,0.0
96.34375,96.34375,0.0
37.0625,36.0625,1.0
69.53125,68.53125,1.0
114.5,70.5,1.0
69.515625,68.515625,1.0
